example_id,label,id,article_id,statement
q-399,thực hiện đúng chức năng,24/2018/QH14,27,Cần phải nghiên cứu những phương pháp để đảm bảo điều gì đối với phần cứng và phần mêm?
q-400,"công nghệ mới, công nghệ tiên tiến",24/2018/QH14,28,chúng ta cần sử dụng những ứng dụng nào để tăng cường năng lực tự chủ về an ninh mạng?
q-401,kiểm soát nội dung thông tin,24/2018/QH14,29,Doanh nghiệp cung cấp dịch vụ mang cần làm gì để đảm bảo an toàn cho trẻ em?
q-402,"bảo đảm quyền của trẻ em, bảo vệ trẻ em",24/2018/QH14,29,"cha mẹ, giáo viên, người chăm sóc trẻ em cần phải làm gì khi trẻ em tham gia không gian mạng?"
q-403,"quy định về hoạt động bảo vệ an ninh quốc gia và bảo đảm trật tự, an toàn xã hội trên không gian mạng; trách nhiệm của cơ quan, tổ chức, cá nhân có liên quan",24/2018/QH14,1,Luật An ninh mạng 2018 quy định về điều gì?
q-404,"An ninh mạng là sự bảo đảm hoạt động trên không gian mạng không gây phương hại đến an ninh quốc gia, trật tự, an toàn xã hội, quyền và lợi ích hợp pháp của cơ quan, tổ chức, cá nhân.",24/2018/QH14,2,An ninh mạng là gì?
q-405,Chính phủ,24/2018/QH14,2,Không gian mạng quốc gia là do ai xác lập?
q-406,Tài khoản số,24/2018/QH14,2,"Thông tin dùng để chứng thực, xác thực, phân quyền sử dụng các ứng dụng, dịch vụ trên không gian mạng được gọi là gì?"
q-407,"quốc phòng, an ninh, phát triển kinh tế - xã hội, khoa học, công nghệ và đối ngoại",24/2018/QH14,3,Nhà nước ưu tiên bảo vệ an ninh mạng trong các lĩnh vực nào?
q-408,"khoa học, công nghệ và đối ngoại",24/2018/QH14,3,"Ngoài quốc phòng, an ninh, phát triển kinh tế - xã hội, Nhà nước còn ưu tiên bảo vệ an ninh mạng trong các lĩnh vực nào?"
q-409,Đảng Cộng sản Việt Nam,24/2018/QH14,4,Nguyên tắc bảo vệ an ninh mạng được đặt dưới sự lãnh đạo của ai?
q-410,Bộ luật Tố tụng hình sự,24/2018/QH14,5,"Khởi tố, điều tra, truy tố, xét xử các vụ án liên quan đến an ninh mạng theo quy định của Bộ luật nào?"
q-411,Chính phủ,24/2018/QH14,5,"Hầu hết các quy định trình tự, thủ tục áp dụng biện pháp bảo vệ an ninh mạng được quy định bởi ai?"
q-412,"Hợp tác quốc tế về an ninh mạng được thực hiện trên cơ sở tôn trọng độc lập, chủ quyền và toàn vẹn lãnh thổ, không can thiệp vào công việc nội bộ của nhau, bình đẳng và cùng có lợi.",24/2018/QH14,7,Hợp tác quốc tế về an ninh mạng được thực hiện trên cơ sở nào?
q-413,Bộ Công an,24/2018/QH14,7,"Đơn vị nào chịu trách nhiệm trước Chính phủ chủ trì, phối hợp thực hiện hợp tác quốc tế về an ninh mạng, trừ hoạt động hợp tác quốc tế của Bộ Quốc phòng?"
q-414,Bộ Quốc phòng,24/2018/QH14,7,Đơn vị nào chịu trách nhiệm trước Chính phủ thực hiện hợp tác quốc tế về an ninh mạng trong phạm vi quản lý?
q-415,Bộ Ngoại giao,24/2018/QH14,7,"Đơn vị nào có trách nhiệm phối hợp với Bộ Công an, Bộ Quốc phòng trong hoạt động hợp tác quốc tế về an ninh mạng?"
q-416,"tùy theo tính chất, mức độ vi phạm mà bị xử lý kỷ luật, xử lý vi phạm hành chính hoặc bị truy cứu trách nhiệm hình sự, nếu gây thiệt hại thì phải bồi thường theo quy định của pháp luật",24/2018/QH14,9,Cách xử lý vi phạm pháp luật về an ninh mạng như thế nào?
q-417,Thủ tướng Chính phủ,24/2018/QH14,10,"Ai là người ban hành và sửa đổi, bổ sung Danh mục hệ thống thông tin quan trọng về an ninh quốc gia?"
q-418,"Bộ Công an, Bộ Quốc phòng, Bộ Thông tin và Truyền thông, Ban Cơ yếu Chính phủ, các Bộ, ngành chức năng",24/2018/QH14,10,"Những đơn vị nào chịu trách nhiệm thẩm định, đánh giá, kiểm tra, giám sát, ứng phó, khắc phục sự cố đối với hệ thống thông tin quan trọng về an ninh quốc gia?"
q-419,Chính phủ,24/2018/QH14,10,"Đơn vị nào quy định sự phối hợp giữa những đơn vị chịu trách nhiệm thẩm định, đánh giá, kiểm tra, giám sát, ứng phó, khắc phục sự cố đối với hệ thống thông tin quan trọng về an ninh quốc gia?"
q-420,"Thẩm định an ninh mạng là hoạt động xem xét, đánh giá những nội dung về an ninh mạng để làm cơ sở cho việc quyết định xây dựng hoặc nâng cấp hệ thống thông tin.",24/2018/QH14,11,Thẩm định an ninh mạng là gì?
q-421,"Báo cáo nghiên cứu tiền khả thi, hồ sơ thiết kế thi công dự án đầu tư xây dựng hệ thống thông tin",24/2018/QH14,11,Báo cáo nào cần được thẩm định an ninh mạng?
q-422,Đề án nâng cấp hệ thống thông tin,24/2018/QH14,11,Đề án nào cần được thẩm định an ninh mạng?
q-423,"Sự phù hợp với phương án bảo vệ, ứng phó, khắc phục sự cố và bố trí nhân lực bảo vệ an ninh mạng",24/2018/QH14,11,"Ngoài việc tuân thủ quy định, điều kiện an ninh mạng trong thiết kế, nội dung thẩm định an ninh mạng đối với hệ thống thông tin quan trọng về an ninh quốc gia còn bao gồm gì?"
q-424,Lực lượng chuyên trách bảo vệ an ninh mạng thuộc Bộ Quốc phòng,24/2018/QH14,11,Đơn vị nào thẩm định an ninh mạng đối với hệ thống thông tin quân sự?
q-425,Ban Cơ yếu Chính phủ,24/2018/QH14,11,Đơn vị nào thẩm định an ninh mạng đối với hệ thống thông tin cơ yếu thuộc Ban Cơ yếu Chính phủ?
q-426,Đánh giá điều kiện về an ninh mạng,24/2018/QH14,12,"Hoạt động xem xét sự đáp ứng về an ninh mạng của hệ thống thông tin trước khi đưa vào vận hành, sử dụng được gọi là gì?"
q-427,Ban Cơ yếu Chính phủ,24/2018/QH14,12,"Đơn vị nào chịu trách nhiệm đánh giá, chứng nhận đủ điều kiện an ninh mạng đối với hệ thống thông tin cơ yếu thuộc Ban Cơ yếu Chính phủ?"
q-428,"Kiểm tra an ninh mạng là hoạt động xác định thực trạng an ninh mạng của hệ thống thông tin, cơ sở hạ tầng hệ thống thông tin hoặc thông tin được lưu trữ, xử lý, truyền đưa trong hệ thống thông tin nhằm phòng ngừa, phát hiện, xử lý nguy cơ đe dọa an ninh mạng và đưa ra các phương án, biện pháp bảo đảm hoạt động bình thường của hệ thống thông tin.",24/2018/QH14,13,Kiểm tra an ninh mạng là gì?
q-429,bảo mật,24/2018/QH14,13,Kết quả kiểm tra an ninh mạng được bảo mật hay công khai?
q-430,Giám sát an ninh mạng,24/2018/QH14,14,"Hoạt động thu thập, phân tích tình hình nhằm xác định nguy cơ đe dọa an ninh mạng, sự cố an ninh mạng, điểm yếu, lỗ hổng bảo mật, mã độc, phần cứng độc hại để cảnh báo, khắc phục, xử lý được gọi là gì?"
q-431,"Công dân Việt Nam có đủ tiêu chuẩn về phẩm chất đạo đức, sức khỏe, trình độ, kiến thức về an ninh mạng, an toàn thông tin mạng, công nghệ thông tin, có nguyện vọng thì có thể được tuyển chọn vào lực lượng bảo vệ an ninh mạng.",24/2018/QH14,32,Các công dân Việt Nam với các tiêu chuẩn gì thì có thể được tuyển chọn vào lực lượng bảo vệ an ninh mạng?
q-432,"Bộ Công an chủ trì, phối hợp với Bộ, ngành có liên quan",24/2018/QH14,33,"Các đơn vị nào chịu trách nhiệm tổ chức bồi dưỡng nghiệp vụ an ninh mạng cho lực lượng bảo vệ an ninh mạng và công chức, viên chức, người lao động tham gia bảo vệ an ninh mạng?"
q-433,Nhà nước,24/2018/QH14,34,"Ai chịu trách nhiệm cho việc làm chính sách phổ biến kiến thức về an ninh mạng trong phạm vi cả nước, khuyến khích cơ quan nhà nước phối hợp với tổ chức tư nhân, cá nhân thực hiện chương trình giáo dục và nâng cao nhận thức về an ninh mạng?"
q-434,Ủy ban nhân dân cấp tỉnh,24/2018/QH14,34,"Đơn vị nào có trách nhiệm xây dựng và triển khai hoạt động phổ biến kiến thức, nâng cao nhận thức về an ninh mạng cho cơ quan, tổ chức, cá nhân của tỉnh?"
q-435,ngân sách nhà nước,24/2018/QH14,35,"Điền vào chỗ trống: Kinh phí bảo vệ an ninh mạng của cơ quan nhà nước, tổ chức chính trị được ... đảm bảo."
q-436,Bộ Quốc phòng,24/2018/QH14,37,"Bộ nào chịu trách nhiệm xây dựng, đề xuất chiến lược, chủ trương, chính sách, kế hoạch và phương án bảo vệ an ninh mạng trong phạm vi quản lý?"
q-437,Bộ Quốc phòng,24/2018/QH14,37,"Bộ nào chịu trách nhiệm kiểm tra, thanh tra, giải quyết khiếu nại, tố cáo và xử lý vi phạm pháp luật về an ninh mạng trong phạm vi quản lý?"
q-438,Bộ Công an,24/2018/QH14,37,"Bộ Quốc phòng và Bộ nào chịu trách nhiệm tổ chức diễn tập phòng, chống tấn công mạng, diễn tập ứng phó, khắc phục sự cố an ninh mạng đối với hệ thống thông tin quan trọng về an ninh quốc gia, triển khai thực hiện công tác bảo vệ an ninh mạng?"
q-439,Bộ Thông tin và Truyền thông,24/2018/QH14,38,"Bộ nào chịu trách nhiệm yêu cầu doanh nghiệp cung cấp dịch vụ trên mạng viễn thông, mạng Internet, các dịch vụ gia tăng trên không gian mạng, chủ quản hệ thống thông tin loại bỏ thông tin có nội dung vi phạm pháp luật về an ninh mạng trên dịch vụ, hệ thống thông tin do doanh nghiệp, cơ quan, tổ chức trực tiếp quản lý?"
q-440,Ban Cơ yếu Chính phủ,24/2018/QH14,39,"Đơn vị nào chịu trách nhiệm tham mưu, đề xuất Bộ trưởng Bộ Quốc phòng ban hành hoặc trình cơ quan có thẩm quyền ban hành và tổ chức thực hiện văn bản quy phạm pháp luật, chương trình, kế hoạch về mật mã để bảo vệ an ninh mạng thuộc phạm vi Ban Cơ yếu Chính phủ quản lý?"
q-441,ngày 01 tháng 01 năm 2019,24/2018/QH14,43,Luật An ninh mạng 2018 có hiệu lực thi hành từ ngày nào?
q-442,12 tháng,24/2018/QH14,43,"Hệ thống thông tin đang vận hành, sử dụng được bổ sung vào Danh mục hệ thống thông tin quan trọng về an ninh quốc gia thì trong thời hạn bao nhiêu tháng kể từ ngày được bổ sung, chủ quản hệ thống thông tin có trách nhiệm bảo đảm đủ điều kiện an ninh mạng, lực lượng chuyên trách bảo vệ an ninh mạng đánh giá điều kiện an ninh mạng theo quy định tại Điều 12 của Luật An ninh mạng 2018?"
q-443,quyền dân sự,91/2015/QH13,2,"Theo Bộ luật dân sự 2015, ở nước Cộng hoà xã hội chủ nghĩa Việt Nam, các quyền gì được công nhận, tôn trọng, bảo vệ và bảo đảm theo Hiến pháp và pháp luật?"
q-444,"quốc phòng, an ninh quốc gia, trật tự, an toàn xã hội, đạo đức xã hội, sức khỏe của cộng đồng.",91/2015/QH13,2,"Theo Bộ luật dân sự 2015, ở nước Cộng hoà xã hội chủ nghĩa Việt Nam, quyền dân sự có thể bị hạn chế theo quy định của luật trong trường hợp cần thiết vì các lý do nào?"
q-445,"Tập quán là quy tắc xử sự có nội dung rõ ràng để xác định quyền, nghĩa vụ của cá nhân, pháp nhân trong quan hệ dân sự cụ thể, được hình thành và lặp đi lặp lại nhiều lần trong một thời gian dài, được thừa nhận và áp dụng rộng rãi trong một vùng, miền, dân tộc, cộng đồng dân cư hoặc trong một lĩnh vực dân sự.",91/2015/QH13,5,"Theo Điều 5: Áp dụng tập quán, trong Bộ luật dân sự 2015, tập quán là gì?"
q-446,có thể áp dụng tập quán nhưng tập quán áp dụng không được trái với các nguyên tắc cơ bản của pháp luật dân sự quy định tại Điều 3 của Bộ luật này.,91/2015/QH13,5,"Theo Bộ luật dân sự 2015, trường hợp các bên không có thoả thuận và pháp luật không quy định thì có thể áp dụng tập quán như thế nào?"
q-447,áp dụng quy định của pháp luật điều chỉnh quan hệ dân sự tương tự.,91/2015/QH13,6,"Theo Bộ luật dân sự 2015, trường hợp phát sinh quan hệ thuộc phạm vi điều chỉnh của pháp luật dân sự mà các bên không có thỏa thuận, pháp luật không có quy định và không có tập quán được áp dụng thì phải áp dụng quy định của pháp luật như thế nào?"
q-448,"áp dụng các nguyên tắc cơ bản của pháp luật dân sự quy định tại Điều 3 của Bộ luật này, án lệ, lẽ công bằng.",91/2015/QH13,6,"Theo Bộ luật dân sự 2015, trường hợp không thể áp dụng tương tự pháp luật theo quy định tại khoản 1 Điều 6 của Bộ luật này thì phải áp dụng như thế nào?"
q-449,"bản sắc dân tộc, tôn trọng và phát huy phong tục, tập quán, truyền thống tốt đẹp, tình đoàn kết, tương thân, tương ái, mỗi người vì cộng đồng, cộng đồng vì mỗi người và các giá trị đạo đức cao đẹp của các dân tộc cùng sinh sống trên đất nước Việt Nam.",91/2015/QH13,7,"Theo Bộ luật dân sự 2015, việc xác lập, thực hiện, chấm dứt quyền, nghĩa vụ dân sự phải bảo đảm giữ gìn những giá trị gì?"
q-450,được khuyến khích.,91/2015/QH13,7,"Theo Bộ luật dân sự 2015, trong quan hệ dân sự, việc hoà giải giữa các bên phù hợp với quy định của pháp luật có được khuyến khích hay không?"
q-451,"1. Hợp đồng.

2. Hành vi pháp lý đơn phương.

3. Quyết định của Tòa án, cơ quan có thẩm quyền khác theo quy định của luật.

4. Kết quả của lao động, sản xuất, kinh doanh; kết quả của hoạt động sáng tạo ra đối tượng quyền sở hữu trí tuệ.

5. Chiếm hữu tài sản.

6. Sử dụng tài sản, được lợi về tài sản không có căn cứ pháp luật.

7. Bị thiệt hại do hành vi trái pháp luật.

8. Thực hiện công việc không có ủy quyền.

9. Căn cứ khác do pháp luật quy định.",91/2015/QH13,8,"Theo Bộ luật dân sự 2015, hãy liệt kê 9 căn cứ xác lập nên Quyền dân sự."
q-452,Điều 3 và Điều 10,91/2015/QH13,9,"Theo Bộ luật dân sự 2015, cá nhân, pháp nhân thực hiện quyền dân sự theo ý chí của mình, nhưng không được trái với quy định tại những Điều nào trong Bộ luật này?"
q-453,luật có quy định khác.,91/2015/QH13,9,"Theo Điều 9: Thực hiện quyền dân sự, trong Bộ luật dân sự 2015, việc cá nhân, pháp nhân không thực hiện quyền dân sự của mình không phải là căn cứ làm chấm dứt quyền, trừ trường hợp nào?"
q-454,"gây thiệt hại cho người khác, để vi phạm nghĩa vụ của mình hoặc thực hiện mục đích khác trái pháp luật.",91/2015/QH13,10,"Theo Điều 10: Giới hạn việc thực hiện quyền dân sự, trong Bộ luật dân sự 2015, cá nhân, pháp nhân không được lạm dụng quyền dân sự của mình để?"
q-455,"căn cứ vào tính chất, hậu quả của hành vi vi phạm mà có thể không bảo vệ một phần hoặc toàn bộ quyền của họ, buộc bồi thường nếu gây thiệt hại và có thể áp dụng chế tài khác do luật quy định.",91/2015/QH13,10,"Trường hợp cá nhân, pháp nhân không tuân thủ quy định tại khoản 1 Điều 10: Giới hạn việc thực hiện quyền dân sự, trong Bộ luật dân sự 2015, thì Toà án hoặc cơ quan có thẩm quyền khác có thể?"
q-456,"1. Công nhận, tôn trọng, bảo vệ và bảo đảm quyền dân sự của mình.

2. Buộc chấm dứt hành vi xâm phạm.

3. Buộc xin lỗi, cải chính công khai.

4. Buộc thực hiện nghĩa vụ.

5. Buộc bồi thường thiệt hại.

6. Hủy quyết định cá biệt trái pháp luật của cơ quan, tổ chức, người có thẩm quyền.

7. Yêu cầu khác theo quy định của luật.",91/2015/QH13,11,"Liệt kê 7 phương thức bảo vệ quyền dân sự mà chủ thể có thể yêu cầu cơ quan, tổ chức có thẩm quyền khi bị xâm phạm trong Bộ luật dân sự 2015."
q-457,Điều 3,91/2015/QH13,12,"Theo Bộ luật dân sư 2015, việc tự bảo vệ quyền dân sự phải phù hợp với tính chất, mức độ xâm phạm đến quyền dân sự đó và không được trái với các nguyên tắc cơ bản của pháp luật dân sự quy định tại điều mấy trong bộ luật này?"
q-458,luật có quy định khác.,91/2015/QH13,13,"Theo Bộ luật dân sự 2015, cá nhân, pháp nhân có quyền dân sự bị xâm phạm được bồi thường toàn bộ thiệt hại, trừ trường hợp các bên có thỏa thuận khác hoặc?"
q-459,"tôn trọng, bảo vệ quyền dân sự của cá nhân, pháp nhân.",91/2015/QH13,14,"Theo Điều 14: Bảo vệ quyền dân sự thông qua cơ quan có thẩm quyền, trong Bộ luật dân sự 2015, toà án, cơ quan có thẩm quyền khác có trách nhiệm gì?"
q-460,pháp luật tố tụng tại Tòa án hoặc trọng tài.,91/2015/QH13,14,"Theo Điều 14: Bảo vệ quyền dân sự thông qua cơ quan có thẩm quyền, trong Bộ luật dân sự 2015, trường hợp quyền dân sự bị xâm phạm hoặc có tranh chấp thì việc bảo vệ quyền được thực hiện theo?"
q-461,Điều 5 và Điều 6,91/2015/QH13,14,"Toà án không được từ chối giải quyết vụ, việc dân sự vì lý do chưa có điều luật để áp dụng; trong trường hợp này, quy định tại điều mấy của Bộ luật dân sự 2015 được áp dụng?"
q-462,"hủy quyết định cá biệt trái pháp luật của cơ quan, tổ chức, người có thẩm quyền.",91/2015/QH13,15,"Theo Điều 15, Bộ luật dân sự 2015, khi giải quyết yêu cầu bảo vệ quyền dân sự, Tòa án hoặc cơ quan có thẩm quyền khác có quyền gì?"
q-463,quyền dân sự bị xâm phạm được khôi phục và có thể được bảo vệ bằng các phương thức quy định tại Điều 11 của Bộ luật này.,91/2015/QH13,15,"Theo Điều 15, Bộ luật dân sự 2015, trường hợp quyết định cá biệt bị huỷ thì quyền dân sự bị xâm phạm được xử lý như thế nào?"
q-464,khả năng của cá nhân có quyền dân sự và nghĩa vụ dân sự.,91/2015/QH13,16,"Theo Điều 16, Bộ luật dân sự 2015, năng lực pháp luật dân sự của cá nhân là gì?"
q-465,từ khi người đó sinh ra và chấm dứt khi người đó chết.,91/2015/QH13,16,"Theo Điều 16, Bộ luật dân sự 2015, năng lực pháp luật dân sự của cá nhân tồn tại khi nào?"
q-466,"1. Quyền nhân thân không gắn với tài sản và quyền nhân thân gắn với tài sản.

2. Quyền sở hữu, quyền thừa kế và quyền khác đối với tài sản.

3. Quyền tham gia quan hệ dân sự và có nghĩa vụ phát sinh từ quan hệ đó.",91/2015/QH13,17,"Theo Bộ luật dân sự 2015, hãy mô tả nội dung năng lực pháp luật dân sự của cá nhân."
q-467,"không bị hạn chế, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.",91/2015/QH13,18,"Theo Điều 18, Bộ luật dân sự 2015, năng lực pháp luật dân sự của cá nhân có bị hạn chế hay không?"
q-468,"là khả năng của cá nhân bằng hành vi của mình xác lập, thực hiện quyền, nghĩa vụ dân sự.",91/2015/QH13,19,"Theo Bộ luật dân sự 2015, năng lực hành vi dân sự của cá nhân là gì?"
q-469,người từ đủ mười tám tuổi trở lên.,91/2015/QH13,20,"Theo Bộ luật dân sự 2015, người thành niên là người như thế nào?"
q-470,"có năng lực hành vi dân sự đầy đủ, trừ trường hợp quy định tại các điều 22, 23 và 24 của Bộ luật này.",91/2015/QH13,20,"Theo Bộ luật dân sự 2015, người thành niên có năng lực hành vi dân sự như thế nào?"
q-471,người chưa đủ mười tám tuổi.,91/2015/QH13,21,"Theo Bộ luật dân sự 2015, người chưa thành niên là người như thế nào?"
q-472,người đại diện theo pháp luật của người đó,91/2015/QH13,21,"Theo Điều 21, Bộ luật dân sự 2015, giao dịch dân sự của người chưa đủ sáu tuổi do ai xác lập và thực hiện?"
q-473,"Khi một người do bị bệnh tâm thần hoặc mắc bệnh khác mà không thể nhận thức, làm chủ được hành vi thì theo yêu cầu của người có quyền, lợi ích liên quan hoặc của cơ quan, tổ chức hữu quan, Tòa án ra quyết định tuyên bố người này là người mất năng lực hành vi dân sự trên cơ sở kết luận giám định pháp y tâm thần.

Khi không còn căn cứ tuyên bố một người mất năng lực hành vi dân sự thì theo yêu cầu của chính người đó hoặc của người có quyền, lợi ích liên quan hoặc của cơ quan, tổ chức hữu quan, Tòa án ra quyết định hủy bỏ quyết định tuyên bố mất năng lực hành vi dân sự.",91/2015/QH13,22,"Theo Bộ luật dân sự 2015, công dân bị mất năng lực hành vi dân sự khi nào?"
q-474,"1. Người thành niên do tình trạng thể chất hoặc tinh thần mà không đủ khả năng nhận thức, làm chủ hành vi nhưng chưa đến mức mất năng lực hành vi dân sự thì theo yêu cầu của người này, người có quyền, lợi ích liên quan hoặc của cơ quan, tổ chức hữu quan, trên cơ sở kết luận giám định pháp y tâm thần, Tòa án ra quyết định tuyên bố người này là người có khó khăn trong nhận thức, làm chủ hành vi và chỉ định người giám hộ, xác định quyền, nghĩa vụ của người giám hộ.",91/2015/QH13,23,"Theo Bộ luật dân sự 2015, người có khó khăn trong nhận thức và làm chủ hành vi là người như thế nào?"
q-475,người đại diện theo pháp luật,91/2015/QH13,22,"Theo Điều 22, Bộ luật dân sự 2015, giao dịch dân sự của người mất năng lực hành vi dân sự phải do ai xác lập, thực hiện?"
q-476,"nghiện ma túy, nghiện các chất kích thích khác dẫn đến phá tán tài sản của gia đình thì theo yêu cầu của người có quyền, lợi ích liên quan hoặc của cơ quan, tổ chức hữu quan, Tòa án có thể ra quyết định tuyên bố người này là người bị hạn chế năng lực hành vi dân sự.",91/2015/QH13,24,"Theo Điều 24, Bộ luật dân sự 2015, công dân bị hạn chế năng lực hành vi dân sự khi nào?"
q-477,"quyền dân sự gắn liền với mỗi cá nhân, không thể chuyển giao cho người khác, trừ trường hợp luật khác có liên quan quy định khác.",91/2015/QH13,25,"Theo Điều 25, Bộ luật dân sự 2015, quyền nhân thân là gì?"
q-478,"vợ, chồng hoặc con thành niên của người đó; trường hợp không có những người này thì phải được sự đồng ý của cha, mẹ của người bị tuyên bố mất tích, người đã chết, trừ trường hợp Bộ luật này, luật khác có liên quan quy định khác.",91/2015/QH13,25,"Theo Điều 25, Bộ luật dân sự 2015, việc xác lập, thực hiện quan hệ dân sự liên quan đến quyền nhân thân của người bị tuyên bố mất tích, người đã chết phải được sự đồng ý của ai?"
q-479,"xác định theo họ, tên khai sinh của người đó.",91/2015/QH13,26,"Theo Điều 26, Bộ luật dân sự 2015, họ tên của một người được xác định như thế nào?"
q-480,"a) Thay đổi họ cho con đẻ từ họ của cha đẻ sang họ của mẹ đẻ hoặc ngược lại;

b) Thay đổi họ cho con nuôi từ họ của cha đẻ hoặc mẹ đẻ sang họ của cha nuôi hoặc họ của mẹ nuôi theo yêu cầu của cha nuôi, mẹ nuôi;

c) Khi người con nuôi thôi làm con nuôi và người này hoặc cha đẻ, mẹ đẻ yêu cầu lấy lại họ cho người đó theo họ của cha đẻ hoặc mẹ đẻ;

d) Thay đổi họ cho con theo yêu cầu của cha đẻ, mẹ đẻ hoặc của con khi xác định cha, mẹ cho con;

đ) Thay đổi họ của người bị lưu lạc đã tìm ra nguồn gốc huyết thống của mình;

e) Thay đổi họ theo họ của vợ, họ của chồng trong quan hệ hôn nhân và gia đình có yếu tố nước ngoài để phù hợp với pháp luật của nước mà vợ, chồng người nước ngoài là công dân hoặc lấy lại họ trước khi thay đổi;

g) Thay đổi họ của con khi cha, mẹ thay đổi họ;

h) Trường hợp khác do pháp luật về hộ tịch quy định.",91/2015/QH13,27,"Theo Điều 27, Bộ luật dân sự 2015, cá nhân có quyền yêu cầu cơ quan nhà nước có thẩm quyền công nhận việc thay đổi họ trong trường hợp nào?"
q-481,không,91/2015/QH13,27,"Theo Điều 27, Bộ luật dân sự 2015, việc thay đổi họ của cá nhân có làm thay đổi, chấm dứt quyền, nghĩa vụ dân sự được xác lập theo họ cũ hay không?"
q-482,"a) Theo yêu cầu của người có tên mà việc sử dụng tên đó gây nhầm lẫn, ảnh hưởng đến tình cảm gia đình, đến danh dự, quyền, lợi ích hợp pháp của người đó;

b) Theo yêu cầu của cha nuôi, mẹ nuôi về việc thay đổi tên cho con nuôi hoặc khi người con nuôi thôi làm con nuôi và người này hoặc cha đẻ, mẹ đẻ yêu cầu lấy lại tên mà cha đẻ, mẹ đẻ đã đặt;

c) Theo yêu cầu của cha đẻ, mẹ đẻ hoặc người con khi xác định cha, mẹ cho con;

d) Thay đổi tên của người bị lưu lạc đã tìm ra nguồn gốc huyết thống của mình;

đ) Thay đổi tên của vợ, chồng trong quan hệ hôn nhân và gia đình có yếu tố nước ngoài để phù hợp với pháp luật của nước mà vợ, chồng người nước ngoài là công dân hoặc lấy lại tên trước khi thay đổi;

e) Thay đổi tên của người đã xác định lại giới tính, người đã chuyển đổi giới tính;

g) Trường hợp khác do pháp luật về hộ tịch quy định.",91/2015/QH13,28,"Theo Điều 28, Bộ luật dân sự 2015, cá nhân có quyền yêu cầu cơ quan nhà nước có thẩm quyền công nhận việc thay đổi tên trong trường hợp nào?"
q-483,"1. Cá nhân từ khi sinh ra có quyền được khai sinh.

2. Cá nhân chết phải được khai tử.

3. Trẻ em sinh ra mà sống được từ hai mươi bốn giờ trở lên mới chết thì phải được khai sinh và khai tử; nếu sinh ra mà sống dưới hai mươi bốn giờ thì không phải khai sinh và khai tử, trừ trường hợp cha đẻ, mẹ đẻ có yêu cầu.

4. Việc khai sinh, khai tử do pháp luật về hộ tịch quy định.",91/2015/QH13,30,"Mô tả quyền được khai sinh, khai tử theo Bộ luật dân sự 2015."
q-484,"1. Cá nhân có quyền có quốc tịch.

2. Việc xác định, thay đổi, nhập, thôi, trở lại quốc tịch Việt Nam do Luật quốc tịch Việt Nam quy định.

3. Quyền của người không quốc tịch cư trú, sinh sống trên lãnh thổ Việt Nam được bảo đảm theo luật.",91/2015/QH13,31,Mô tả quyền đối với quốc tịch theo Bộ luật dân sự 2015.
q-485,"Việc sử dụng hình ảnh của cá nhân phải được người đó đồng ý.

Việc sử dụng hình ảnh của người khác vì mục đích thương mại thì phải trả thù lao cho người có hình ảnh, trừ trường hợp các bên có thỏa thuận khác.",91/2015/QH13,32,"Theo Điều 32, Bộ luật dân sự 2015, cá nhân có quyền đối với hình ảnh của mình như thế nào?"
q-486,"a) Hình ảnh được sử dụng vì lợi ích quốc gia, dân tộc, lợi ích công cộng;

b) Hình ảnh được sử dụng từ các hoạt động công cộng, bao gồm hội nghị, hội thảo, hoạt động thi đấu thể thao, biểu diễn nghệ thuật và hoạt động công cộng khác mà không làm tổn hại đến danh dự, nhân phẩm, uy tín của người có hình ảnh.",91/2015/QH13,32,"Theo Điều 32, Bộ luật dân sự 2015, sử dụng hình ảnh trong trường hợp nào thì không cần có sự đồng ý của người có hình ảnh hoặc người đại diện theo pháp luật của họ?"
q-487,"yêu cầu Tòa án ra quyết định buộc người vi phạm, cơ quan, tổ chức, cá nhân có liên quan phải thu hồi, tiêu hủy, chấm dứt việc sử dụng hình ảnh, bồi thường thiệt hại và áp dụng các biện pháp xử lý khác theo quy định của pháp luật.",91/2015/QH13,32,"Theo Điều 32, Bộ luật dân sự 2015, việc sử dụng hình ảnh mà vi phạm quy định tại Điều này thì người có hình ảnh có quyền?"
q-488,"a) Có sự đồng ý của người đó trước khi chết;

b) Có sự đồng ý của cha, mẹ, vợ, chồng, con thành niên hoặc người giám hộ nếu không có ý kiến của người đó trước khi chết;

c) Theo quyết định của người đứng đầu cơ sở khám bệnh, chữa bệnh hoặc của cơ quan nhà nước có thẩm quyền trong trường hợp luật quy định.",91/2015/QH13,33,"Theo Điều 33, Bộ luật dân sự 2015, việc khám nghiệm tử thi được thực hiện khi thuộc các trường hợp nào?"
q-489,bất khả xâm phạm và được pháp luật bảo vệ.,91/2015/QH13,34,"Theo Điều 34, Bộ luật dân sự 2015, danh dự, nhân phẩm, uy tín của cá nhân là?"
q-490,"yêu cầu người đưa ra thông tin xin lỗi, cải chính công khai và bồi thường thiệt hại.",91/2015/QH13,34,"Theo Điều 34, Bộ luật dân sự 2015, cá nhân bị thông tin làm ảnh hưởng xấu đến danh dự, nhân phẩm, uy tín thì ngoài quyền yêu cầu bác bỏ thông tin đó còn có quyền gì?"
